C:\Users\alexc\AppData\Local\Programs\Python\Python311\python.exe D:\Cojo\agcojocaru-Adapting-unconstrained-spiking-neural-networks-to\experiments\mnist\train_spike_count.py 
2024-05-19 16:38:38.536095: I tensorflow/core/util/port.cc:113] oneDNN custom operations are on. You may see slightly different numerical results due to floating-point round-off errors from different computation orders. To turn them off, set the environment variable `TF_ENABLE_ONEDNN_OPTS=0`.
2024-05-19 16:38:39.575395: I tensorflow/core/util/port.cc:113] oneDNN custom operations are on. You may see slightly different numerical results due to floating-point round-off errors from different computation orders. To turn them off, set the environment variable `TF_ENABLE_ONEDNN_OPTS=0`.
This network will be trained using DT = 0.015
Numpy seed: 397793767, Cupy seed: 943569308
Loading datasets...
Creating network...
Training...
Train | Epoch 0.1 | Loss: 72.07, Accuracy (%): 43.68, Silent labels (%): 10.57, Time (s): 15.7
Test | Epoch 8.0 | Loss: 78.08, Accuracy (%): 18.14, Learning rate: 0.003, Hidden layer 1 spike counts: 409.19, Output layer spike counts: 29.78, Hidden layer 1 silents (%): 1.75, Output layer silents (%): 0.0, Hidden layer 1 weights norm: 611.96, Output layer weights norm: 103.09, Time (s): 2.1
Train | Epoch 8.1 | Loss: 77.39, Accuracy (%): 19.42, Silent labels (%): 0.03, Time (s): 5.55
Train | Epoch 8.2 | Loss: 77.88, Accuracy (%): 18.3, Silent labels (%): 0.02, Time (s): 11.62
Train | Epoch 8.3 | Loss: 78.38, Accuracy (%): 17.95, Silent labels (%): 0.0, Time (s): 17.72
Train | Epoch 8.4 | Loss: 77.98, Accuracy (%): 18.5, Silent labels (%): 0.03, Time (s): 23.56
Train | Epoch 8.5 | Loss: 77.75, Accuracy (%): 19.27, Silent labels (%): 0.05, Time (s): 29.2
Train | Epoch 8.6 | Loss: 77.99, Accuracy (%): 18.9, Silent labels (%): 0.03, Time (s): 34.97
Train | Epoch 8.7 | Loss: 77.92, Accuracy (%): 18.45, Silent labels (%): 0.03, Time (s): 41.2
Train | Epoch 8.8 | Loss: 78.54, Accuracy (%): 17.7, Silent labels (%): 0.03, Time (s): 47.32
Train | Epoch 8.9 | Loss: 78.91, Accuracy (%): 18.1, Silent labels (%): 0.07, Time (s): 53.21
Train | Epoch 9.0 | Loss: 78.59, Accuracy (%): 18.22, Silent labels (%): 0.05, Time (s): 59.06
Test | Epoch 9.0 | Loss: 78.9, Accuracy (%): 17.82, Learning rate: 0.003, Hidden layer 1 spike counts: 400.78, Output layer spike counts: 29.1, Hidden layer 1 silents (%): 1.38, Output layer silents (%): 0.0, Hidden layer 1 weights norm: 632.18, Output layer weights norm: 107.54, Time (s): 2.19
Train | Epoch 9.1 | Loss: 78.48, Accuracy (%): 17.85, Silent labels (%): 0.03, Time (s): 5.97
Train | Epoch 9.2 | Loss: 79.32, Accuracy (%): 17.37, Silent labels (%): 0.03, Time (s): 12.12
Train | Epoch 9.3 | Loss: 78.27, Accuracy (%): 17.58, Silent labels (%): 0.02, Time (s): 17.69
Train | Epoch 9.4 | Loss: 79.68, Accuracy (%): 16.78, Silent labels (%): 0.03, Time (s): 23.36
Train | Epoch 9.5 | Loss: 78.94, Accuracy (%): 18.2, Silent labels (%): 0.05, Time (s): 28.95
Train | Epoch 9.6 | Loss: 79.81, Accuracy (%): 16.93, Silent labels (%): 0.02, Time (s): 34.54
Train | Epoch 9.7 | Loss: 79.52, Accuracy (%): 17.07, Silent labels (%): 0.0, Time (s): 40.21
Train | Epoch 9.8 | Loss: 79.59, Accuracy (%): 17.1, Silent labels (%): 0.05, Time (s): 46.1
Train | Epoch 9.9 | Loss: 79.23, Accuracy (%): 17.8, Silent labels (%): 0.02, Time (s): 52.12
Train | Epoch 10.0 | Loss: 79.58, Accuracy (%): 17.02, Silent labels (%): 0.05, Time (s): 57.85
Test | Epoch 10.0 | Loss: 80.48, Accuracy (%): 15.18, Learning rate: 0.003, Hidden layer 1 spike counts: 404.45, Output layer spike counts: 29.97, Hidden layer 1 silents (%): 1.5, Output layer silents (%): 0.0, Hidden layer 1 weights norm: 652.33, Output layer weights norm: 111.81, Time (s): 2.2
This network will be trained using DT = 0.005
Numpy seed: 397793767, Cupy seed: 943569308
Loading datasets...
Creating network...
Training...
Train | Epoch 0.1 | Loss: 55.84, Accuracy (%): 66.63, Silent labels (%): 9.73, Time (s): 15.49
Train | Epoch 0.2 | Loss: 26.87, Accuracy (%): 88.58, Silent labels (%): 0.05, Time (s): 30.63
Train | Epoch 0.3 | Loss: 21.64, Accuracy (%): 90.77, Silent labels (%): 0.02, Time (s): 43.83
Train | Epoch 0.4 | Loss: 18.54, Accuracy (%): 92.63, Silent labels (%): 0.02, Time (s): 55.92
Train | Epoch 0.5 | Loss: 16.7, Accuracy (%): 93.47, Silent labels (%): 0.0, Time (s): 66.48
Train | Epoch 0.6 | Loss: 15.44, Accuracy (%): 94.12, Silent labels (%): 0.0, Time (s): 76.34
Train | Epoch 0.7 | Loss: 14.87, Accuracy (%): 94.07, Silent labels (%): 0.0, Time (s): 85.78
Train | Epoch 0.8 | Loss: 13.9, Accuracy (%): 94.92, Silent labels (%): 0.0, Time (s): 94.34
Train | Epoch 0.9 | Loss: 13.25, Accuracy (%): 94.78, Silent labels (%): 0.0, Time (s): 102.64
Train | Epoch 1.0 | Loss: 12.78, Accuracy (%): 95.32, Silent labels (%): 0.0, Time (s): 110.7
Test | Epoch 1.0 | Loss: 12.08, Accuracy (%): 95.58, Learning rate: 0.003, Hidden layer 1 spike counts: 517.49, Output layer spike counts: 40.67, Hidden layer 1 silents (%): 1.12, Output layer silents (%): 0.0, Hidden layer 1 weights norm: 469.93, Output layer weights norm: 58.98, Time (s): 2.14
Best accuracy: 95.58%, Networks save to: best_model
Train | Epoch 1.1 | Loss: 11.88, Accuracy (%): 96.1, Silent labels (%): 0.0, Time (s): 7.83
Train | Epoch 1.2 | Loss: 11.41, Accuracy (%): 96.15, Silent labels (%): 0.0, Time (s): 15.7
Train | Epoch 1.3 | Loss: 11.45, Accuracy (%): 95.85, Silent labels (%): 0.0, Time (s): 23.27
Train | Epoch 1.4 | Loss: 11.18, Accuracy (%): 95.9, Silent labels (%): 0.0, Time (s): 30.79
Train | Epoch 1.5 | Loss: 10.43, Accuracy (%): 96.57, Silent labels (%): 0.0, Time (s): 37.99
Train | Epoch 1.6 | Loss: 10.9, Accuracy (%): 95.8, Silent labels (%): 0.0, Time (s): 45.35
Train | Epoch 1.7 | Loss: 10.47, Accuracy (%): 96.23, Silent labels (%): 0.0, Time (s): 52.57
Train | Epoch 1.8 | Loss: 10.3, Accuracy (%): 96.37, Silent labels (%): 0.0, Time (s): 59.59
Train | Epoch 1.9 | Loss: 10.1, Accuracy (%): 96.55, Silent labels (%): 0.0, Time (s): 67.17
Train | Epoch 2.0 | Loss: 9.7, Accuracy (%): 96.78, Silent labels (%): 0.0, Time (s): 73.89
Test | Epoch 2.0 | Loss: 9.8, Accuracy (%): 96.52, Learning rate: 0.003, Hidden layer 1 spike counts: 414.96, Output layer spike counts: 40.68, Hidden layer 1 silents (%): 1.88, Output layer silents (%): 0.0, Hidden layer 1 weights norm: 480.14, Output layer weights norm: 63.29, Time (s): 1.97
Best accuracy: 96.52%, Networks save to: best_model
Train | Epoch 2.1 | Loss: 9.41, Accuracy (%): 97.05, Silent labels (%): 0.0, Time (s): 6.51
Train | Epoch 2.2 | Loss: 9.19, Accuracy (%): 97.07, Silent labels (%): 0.0, Time (s): 13.15
Train | Epoch 2.3 | Loss: 8.81, Accuracy (%): 97.05, Silent labels (%): 0.0, Time (s): 19.52
Train | Epoch 2.4 | Loss: 9.19, Accuracy (%): 96.7, Silent labels (%): 0.0, Time (s): 25.79
Train | Epoch 2.5 | Loss: 8.95, Accuracy (%): 97.35, Silent labels (%): 0.0, Time (s): 32.18
Train | Epoch 2.6 | Loss: 8.95, Accuracy (%): 97.02, Silent labels (%): 0.0, Time (s): 38.27
Train | Epoch 2.7 | Loss: 8.96, Accuracy (%): 96.93, Silent labels (%): 0.0, Time (s): 44.35
Train | Epoch 2.8 | Loss: 8.72, Accuracy (%): 96.97, Silent labels (%): 0.0, Time (s): 50.41
Train | Epoch 2.9 | Loss: 8.52, Accuracy (%): 97.4, Silent labels (%): 0.0, Time (s): 56.44
Train | Epoch 3.0 | Loss: 8.42, Accuracy (%): 97.27, Silent labels (%): 0.0, Time (s): 62.39
Test | Epoch 3.0 | Loss: 8.56, Accuracy (%): 97.19, Learning rate: 0.003, Hidden layer 1 spike counts: 363.68, Output layer spike counts: 40.66, Hidden layer 1 silents (%): 1.88, Output layer silents (%): 0.0, Hidden layer 1 weights norm: 490.08, Output layer weights norm: 66.83, Time (s): 1.8
Best accuracy: 97.19%, Networks save to: best_model
Train | Epoch 3.1 | Loss: 8.23, Accuracy (%): 97.57, Silent labels (%): 0.0, Time (s): 5.89
Train | Epoch 3.2 | Loss: 7.72, Accuracy (%): 97.8, Silent labels (%): 0.0, Time (s): 11.88
Train | Epoch 3.3 | Loss: 7.82, Accuracy (%): 97.73, Silent labels (%): 0.0, Time (s): 18.23
Train | Epoch 3.4 | Loss: 8.11, Accuracy (%): 97.3, Silent labels (%): 0.0, Time (s): 24.34
Train | Epoch 3.5 | Loss: 7.52, Accuracy (%): 97.77, Silent labels (%): 0.0, Time (s): 30.47
Train | Epoch 3.6 | Loss: 7.68, Accuracy (%): 97.7, Silent labels (%): 0.0, Time (s): 36.44
Train | Epoch 3.7 | Loss: 7.89, Accuracy (%): 97.63, Silent labels (%): 0.0, Time (s): 42.37
Train | Epoch 3.8 | Loss: 7.89, Accuracy (%): 97.38, Silent labels (%): 0.0, Time (s): 48.15
Train | Epoch 3.9 | Loss: 8.0, Accuracy (%): 97.5, Silent labels (%): 0.0, Time (s): 53.97
Train | Epoch 4.0 | Loss: 7.58, Accuracy (%): 97.72, Silent labels (%): 0.0, Time (s): 59.75
Test | Epoch 4.0 | Loss: 7.84, Accuracy (%): 97.46, Learning rate: 0.003, Hidden layer 1 spike counts: 336.79, Output layer spike counts: 41.62, Hidden layer 1 silents (%): 2.12, Output layer silents (%): 0.0, Hidden layer 1 weights norm: 500.3, Output layer weights norm: 70.36, Time (s): 1.56
Best accuracy: 97.46%, Networks save to: best_model
Train | Epoch 4.1 | Loss: 7.24, Accuracy (%): 97.97, Silent labels (%): 0.0, Time (s): 5.76
Train | Epoch 4.2 | Loss: 6.9, Accuracy (%): 98.47, Silent labels (%): 0.0, Time (s): 11.52
Train | Epoch 4.3 | Loss: 7.12, Accuracy (%): 97.98, Silent labels (%): 0.0, Time (s): 17.21
Train | Epoch 4.4 | Loss: 7.28, Accuracy (%): 97.82, Silent labels (%): 0.0, Time (s): 22.84
Train | Epoch 4.5 | Loss: 7.05, Accuracy (%): 97.95, Silent labels (%): 0.0, Time (s): 28.5
Train | Epoch 4.6 | Loss: 7.27, Accuracy (%): 97.92, Silent labels (%): 0.0, Time (s): 34.04
Train | Epoch 4.7 | Loss: 7.06, Accuracy (%): 97.95, Silent labels (%): 0.0, Time (s): 39.58
Train | Epoch 4.8 | Loss: 7.16, Accuracy (%): 97.85, Silent labels (%): 0.0, Time (s): 45.0
Train | Epoch 4.9 | Loss: 7.16, Accuracy (%): 97.9, Silent labels (%): 0.0, Time (s): 50.44
Train | Epoch 5.0 | Loss: 6.95, Accuracy (%): 97.95, Silent labels (%): 0.0, Time (s): 55.92
Test | Epoch 5.0 | Loss: 7.42, Accuracy (%): 97.67, Learning rate: 0.003, Hidden layer 1 spike counts: 306.92, Output layer spike counts: 40.97, Hidden layer 1 silents (%): 2.38, Output layer silents (%): 0.0, Hidden layer 1 weights norm: 510.57, Output layer weights norm: 73.63, Time (s): 1.57
Best accuracy: 97.67%, Networks save to: best_model
Train | Epoch 5.1 | Loss: 6.65, Accuracy (%): 98.23, Silent labels (%): 0.0, Time (s): 5.37
Train | Epoch 5.2 | Loss: 6.91, Accuracy (%): 97.98, Silent labels (%): 0.0, Time (s): 10.89
Train | Epoch 5.3 | Loss: 6.69, Accuracy (%): 98.18, Silent labels (%): 0.0, Time (s): 16.3
Train | Epoch 5.4 | Loss: 6.37, Accuracy (%): 98.27, Silent labels (%): 0.0, Time (s): 21.81
Train | Epoch 5.5 | Loss: 6.53, Accuracy (%): 98.15, Silent labels (%): 0.0, Time (s): 27.39
Train | Epoch 5.6 | Loss: 6.55, Accuracy (%): 98.15, Silent labels (%): 0.0, Time (s): 32.7
Train | Epoch 5.7 | Loss: 6.51, Accuracy (%): 98.35, Silent labels (%): 0.0, Time (s): 38.05
Train | Epoch 5.8 | Loss: 6.54, Accuracy (%): 98.25, Silent labels (%): 0.0, Time (s): 43.35
Train | Epoch 5.9 | Loss: 6.42, Accuracy (%): 98.3, Silent labels (%): 0.0, Time (s): 48.61
Train | Epoch 6.0 | Loss: 6.77, Accuracy (%): 97.98, Silent labels (%): 0.0, Time (s): 53.87
Test | Epoch 6.0 | Loss: 7.04, Accuracy (%): 97.85, Learning rate: 0.003, Hidden layer 1 spike counts: 290.17, Output layer spike counts: 40.76, Hidden layer 1 silents (%): 2.0, Output layer silents (%): 0.0, Hidden layer 1 weights norm: 521.02, Output layer weights norm: 76.81, Time (s): 1.51
Best accuracy: 97.85%, Networks save to: best_model
Train | Epoch 6.1 | Loss: 6.23, Accuracy (%): 98.6, Silent labels (%): 0.0, Time (s): 5.08
Train | Epoch 6.2 | Loss: 6.24, Accuracy (%): 98.3, Silent labels (%): 0.0, Time (s): 10.31
Train | Epoch 6.3 | Loss: 6.34, Accuracy (%): 98.15, Silent labels (%): 0.0, Time (s): 15.58
Train | Epoch 6.4 | Loss: 6.35, Accuracy (%): 98.28, Silent labels (%): 0.0, Time (s): 20.77
Train | Epoch 6.5 | Loss: 6.2, Accuracy (%): 98.27, Silent labels (%): 0.0, Time (s): 25.87
Train | Epoch 6.6 | Loss: 6.23, Accuracy (%): 98.3, Silent labels (%): 0.0, Time (s): 31.06
Train | Epoch 6.7 | Loss: 6.1, Accuracy (%): 98.52, Silent labels (%): 0.0, Time (s): 36.13
Train | Epoch 6.8 | Loss: 6.24, Accuracy (%): 98.33, Silent labels (%): 0.0, Time (s): 41.42
Train | Epoch 6.9 | Loss: 6.06, Accuracy (%): 98.45, Silent labels (%): 0.0, Time (s): 46.79
Train | Epoch 7.0 | Loss: 6.08, Accuracy (%): 98.58, Silent labels (%): 0.0, Time (s): 51.79
Test | Epoch 7.0 | Loss: 6.8, Accuracy (%): 97.97, Learning rate: 0.003, Hidden layer 1 spike counts: 277.73, Output layer spike counts: 41.35, Hidden layer 1 silents (%): 2.12, Output layer silents (%): 0.0, Hidden layer 1 weights norm: 531.36, Output layer weights norm: 79.81, Time (s): 1.54
Best accuracy: 97.97%, Networks save to: best_model
Train | Epoch 7.1 | Loss: 5.87, Accuracy (%): 98.57, Silent labels (%): 0.0, Time (s): 4.96
Train | Epoch 7.2 | Loss: 5.76, Accuracy (%): 98.68, Silent labels (%): 0.0, Time (s): 9.64
Train | Epoch 7.3 | Loss: 6.21, Accuracy (%): 98.18, Silent labels (%): 0.0, Time (s): 14.59
Train | Epoch 7.4 | Loss: 5.99, Accuracy (%): 98.42, Silent labels (%): 0.0, Time (s): 19.86
Train | Epoch 7.5 | Loss: 5.96, Accuracy (%): 98.45, Silent labels (%): 0.0, Time (s): 24.7
Train | Epoch 7.6 | Loss: 5.99, Accuracy (%): 98.45, Silent labels (%): 0.0, Time (s): 29.6
Train | Epoch 7.7 | Loss: 5.73, Accuracy (%): 98.55, Silent labels (%): 0.0, Time (s): 34.43
Train | Epoch 7.8 | Loss: 5.74, Accuracy (%): 98.62, Silent labels (%): 0.02, Time (s): 39.21
Train | Epoch 7.9 | Loss: 5.82, Accuracy (%): 98.53, Silent labels (%): 0.0, Time (s): 44.01
Train | Epoch 8.0 | Loss: 6.0, Accuracy (%): 98.55, Silent labels (%): 0.0, Time (s): 48.85
Test | Epoch 8.0 | Loss: 6.66, Accuracy (%): 97.92, Learning rate: 0.003, Hidden layer 1 spike counts: 263.48, Output layer spike counts: 41.4, Hidden layer 1 silents (%): 2.0, Output layer silents (%): 0.0, Hidden layer 1 weights norm: 541.77, Output layer weights norm: 82.68, Time (s): 1.48
Train | Epoch 8.1 | Loss: 5.62, Accuracy (%): 98.82, Silent labels (%): 0.0, Time (s): 4.77
Train | Epoch 8.2 | Loss: 5.55, Accuracy (%): 98.73, Silent labels (%): 0.02, Time (s): 9.76
Train | Epoch 8.3 | Loss: 5.65, Accuracy (%): 98.72, Silent labels (%): 0.0, Time (s): 14.87
Train | Epoch 8.4 | Loss: 5.52, Accuracy (%): 98.83, Silent labels (%): 0.0, Time (s): 19.84
Train | Epoch 8.5 | Loss: 5.7, Accuracy (%): 98.83, Silent labels (%): 0.0, Time (s): 24.61
Train | Epoch 8.6 | Loss: 5.71, Accuracy (%): 98.55, Silent labels (%): 0.0, Time (s): 29.39
Train | Epoch 8.7 | Loss: 5.63, Accuracy (%): 98.48, Silent labels (%): 0.0, Time (s): 34.12
Train | Epoch 8.8 | Loss: 5.61, Accuracy (%): 98.62, Silent labels (%): 0.0, Time (s): 38.8
Train | Epoch 8.9 | Loss: 5.69, Accuracy (%): 98.5, Silent labels (%): 0.0, Time (s): 43.49
Train | Epoch 9.0 | Loss: 5.71, Accuracy (%): 98.68, Silent labels (%): 0.0, Time (s): 48.13
Test | Epoch 9.0 | Loss: 6.69, Accuracy (%): 98.0, Learning rate: 0.003, Hidden layer 1 spike counts: 246.22, Output layer spike counts: 40.14, Hidden layer 1 silents (%): 1.88, Output layer silents (%): 0.0, Hidden layer 1 weights norm: 552.21, Output layer weights norm: 85.55, Time (s): 1.48
Best accuracy: 98.0%, Networks save to: best_model
Train | Epoch 9.1 | Loss: 5.44, Accuracy (%): 98.7, Silent labels (%): 0.0, Time (s): 4.6
Train | Epoch 9.2 | Loss: 5.31, Accuracy (%): 99.0, Silent labels (%): 0.0, Time (s): 9.45
Train | Epoch 9.3 | Loss: 5.58, Accuracy (%): 98.65, Silent labels (%): 0.0, Time (s): 14.11
Train | Epoch 9.4 | Loss: 5.26, Accuracy (%): 98.92, Silent labels (%): 0.0, Time (s): 18.74
Train | Epoch 9.5 | Loss: 5.27, Accuracy (%): 98.97, Silent labels (%): 0.0, Time (s): 23.47
Train | Epoch 9.6 | Loss: 5.4, Accuracy (%): 98.65, Silent labels (%): 0.0, Time (s): 28.06
Train | Epoch 9.7 | Loss: 5.22, Accuracy (%): 98.92, Silent labels (%): 0.0, Time (s): 32.64
Train | Epoch 9.8 | Loss: 5.44, Accuracy (%): 98.77, Silent labels (%): 0.0, Time (s): 37.36
Train | Epoch 9.9 | Loss: 5.74, Accuracy (%): 98.65, Silent labels (%): 0.0, Time (s): 41.98
Train | Epoch 10.0 | Loss: 5.48, Accuracy (%): 98.75, Silent labels (%): 0.0, Time (s): 46.54
Test | Epoch 10.0 | Loss: 6.35, Accuracy (%): 98.15, Learning rate: 0.003, Hidden layer 1 spike counts: 240.91, Output layer spike counts: 41.32, Hidden layer 1 silents (%): 1.88, Output layer silents (%): 0.0, Hidden layer 1 weights norm: 562.39, Output layer weights norm: 88.39, Time (s): 1.5
Best accuracy: 98.15%, Networks save to: best_model
This network will be trained using DT = 0.001
Numpy seed: 397793767, Cupy seed: 943569308
Loading datasets...
Creating network...
Training...
Train | Epoch 0.1 | Loss: 57.44, Accuracy (%): 66.13, Silent labels (%): 11.97, Time (s): 15.4
Train | Epoch 0.2 | Loss: 26.17, Accuracy (%): 89.02, Silent labels (%): 0.05, Time (s): 31.58
Train | Epoch 0.3 | Loss: 21.08, Accuracy (%): 91.0, Silent labels (%): 0.02, Time (s): 46.0
Train | Epoch 0.4 | Loss: 18.14, Accuracy (%): 92.88, Silent labels (%): 0.02, Time (s): 58.98
Train | Epoch 0.5 | Loss: 16.32, Accuracy (%): 93.53, Silent labels (%): 0.0, Time (s): 70.57
Train | Epoch 0.6 | Loss: 15.0, Accuracy (%): 94.35, Silent labels (%): 0.02, Time (s): 81.4
Train | Epoch 0.7 | Loss: 14.46, Accuracy (%): 94.35, Silent labels (%): 0.0, Time (s): 91.46
Train | Epoch 0.8 | Loss: 13.54, Accuracy (%): 94.95, Silent labels (%): 0.0, Time (s): 100.99
Train | Epoch 0.9 | Loss: 12.96, Accuracy (%): 95.0, Silent labels (%): 0.0, Time (s): 110.21
Train | Epoch 1.0 | Loss: 12.44, Accuracy (%): 95.53, Silent labels (%): 0.0, Time (s): 118.91
Test | Epoch 1.0 | Loss: 11.75, Accuracy (%): 95.79, Learning rate: 0.003, Hidden layer 1 spike counts: 586.41, Output layer spike counts: 41.05, Hidden layer 1 silents (%): 1.88, Output layer silents (%): 0.0, Hidden layer 1 weights norm: 469.72, Output layer weights norm: 58.8, Time (s): 2.12
Best accuracy: 95.79%, Networks save to: best_model
Train | Epoch 1.1 | Loss: 11.45, Accuracy (%): 96.12, Silent labels (%): 0.02, Time (s): 8.35
Train | Epoch 1.2 | Loss: 11.04, Accuracy (%): 96.25, Silent labels (%): 0.0, Time (s): 16.66
Train | Epoch 1.3 | Loss: 11.11, Accuracy (%): 95.92, Silent labels (%): 0.0, Time (s): 24.78
Train | Epoch 1.4 | Loss: 10.82, Accuracy (%): 96.1, Silent labels (%): 0.0, Time (s): 32.92
Train | Epoch 1.5 | Loss: 10.09, Accuracy (%): 96.8, Silent labels (%): 0.0, Time (s): 40.57
Train | Epoch 1.6 | Loss: 10.61, Accuracy (%): 95.98, Silent labels (%): 0.0, Time (s): 48.2
Train | Epoch 1.7 | Loss: 10.04, Accuracy (%): 96.47, Silent labels (%): 0.0, Time (s): 55.65
Train | Epoch 1.8 | Loss: 9.91, Accuracy (%): 96.35, Silent labels (%): 0.0, Time (s): 62.99
Train | Epoch 1.9 | Loss: 9.74, Accuracy (%): 96.58, Silent labels (%): 0.0, Time (s): 70.34
Train | Epoch 2.0 | Loss: 9.4, Accuracy (%): 96.82, Silent labels (%): 0.0, Time (s): 77.49
Test | Epoch 2.0 | Loss: 9.46, Accuracy (%): 96.79, Learning rate: 0.003, Hidden layer 1 spike counts: 464.35, Output layer spike counts: 40.51, Hidden layer 1 silents (%): 1.5, Output layer silents (%): 0.0, Hidden layer 1 weights norm: 479.91, Output layer weights norm: 62.94, Time (s): 2.11
Best accuracy: 96.79%, Networks save to: best_model
Train | Epoch 2.1 | Loss: 9.03, Accuracy (%): 97.23, Silent labels (%): 0.0, Time (s): 6.95
Train | Epoch 2.2 | Loss: 8.76, Accuracy (%): 97.07, Silent labels (%): 0.0, Time (s): 14.25
Train | Epoch 2.3 | Loss: 8.45, Accuracy (%): 97.28, Silent labels (%): 0.0, Time (s): 21.39
Train | Epoch 2.4 | Loss: 8.82, Accuracy (%): 97.03, Silent labels (%): 0.0, Time (s): 28.32
Train | Epoch 2.5 | Loss: 8.51, Accuracy (%): 97.67, Silent labels (%): 0.0, Time (s): 35.39
Train | Epoch 2.6 | Loss: 8.55, Accuracy (%): 97.0, Silent labels (%): 0.0, Time (s): 42.31
Train | Epoch 2.7 | Loss: 8.53, Accuracy (%): 97.12, Silent labels (%): 0.0, Time (s): 48.87
Train | Epoch 2.8 | Loss: 8.41, Accuracy (%): 96.97, Silent labels (%): 0.0, Time (s): 55.34
Train | Epoch 2.9 | Loss: 8.12, Accuracy (%): 97.45, Silent labels (%): 0.0, Time (s): 61.82
Train | Epoch 3.0 | Loss: 8.1, Accuracy (%): 97.43, Silent labels (%): 0.0, Time (s): 68.2
Test | Epoch 3.0 | Loss: 8.24, Accuracy (%): 97.19, Learning rate: 0.003, Hidden layer 1 spike counts: 409.75, Output layer spike counts: 40.67, Hidden layer 1 silents (%): 1.75, Output layer silents (%): 0.0, Hidden layer 1 weights norm: 489.78, Output layer weights norm: 66.13, Time (s): 2.09
Best accuracy: 97.19%, Networks save to: best_model
Train | Epoch 3.1 | Loss: 7.82, Accuracy (%): 97.75, Silent labels (%): 0.0, Time (s): 6.31
Train | Epoch 3.2 | Loss: 7.34, Accuracy (%): 97.9, Silent labels (%): 0.0, Time (s): 12.65
Train | Epoch 3.3 | Loss: 7.51, Accuracy (%): 97.87, Silent labels (%): 0.0, Time (s): 19.06
Train | Epoch 3.4 | Loss: 7.76, Accuracy (%): 97.48, Silent labels (%): 0.0, Time (s): 25.2
Train | Epoch 3.5 | Loss: 7.15, Accuracy (%): 97.95, Silent labels (%): 0.0, Time (s): 31.29
Train | Epoch 3.6 | Loss: 7.35, Accuracy (%): 97.82, Silent labels (%): 0.02, Time (s): 37.47
Train | Epoch 3.7 | Loss: 7.48, Accuracy (%): 97.65, Silent labels (%): 0.0, Time (s): 43.32
Train | Epoch 3.8 | Loss: 7.45, Accuracy (%): 97.48, Silent labels (%): 0.0, Time (s): 49.24
Train | Epoch 3.9 | Loss: 7.59, Accuracy (%): 97.73, Silent labels (%): 0.0, Time (s): 55.12
Train | Epoch 4.0 | Loss: 7.24, Accuracy (%): 97.85, Silent labels (%): 0.0, Time (s): 60.95
Test | Epoch 4.0 | Loss: 7.54, Accuracy (%): 97.46, Learning rate: 0.003, Hidden layer 1 spike counts: 378.04, Output layer spike counts: 41.42, Hidden layer 1 silents (%): 1.88, Output layer silents (%): 0.0, Hidden layer 1 weights norm: 500.12, Output layer weights norm: 69.04, Time (s): 1.9
Best accuracy: 97.46%, Networks save to: best_model
Train | Epoch 4.1 | Loss: 6.87, Accuracy (%): 98.07, Silent labels (%): 0.02, Time (s): 5.66
Train | Epoch 4.2 | Loss: 6.58, Accuracy (%): 98.32, Silent labels (%): 0.0, Time (s): 11.51
Train | Epoch 4.3 | Loss: 6.81, Accuracy (%): 98.02, Silent labels (%): 0.0, Time (s): 17.24
Train | Epoch 4.4 | Loss: 6.92, Accuracy (%): 97.85, Silent labels (%): 0.0, Time (s): 22.83
Train | Epoch 4.5 | Loss: 6.71, Accuracy (%): 98.1, Silent labels (%): 0.0, Time (s): 28.45
Train | Epoch 4.6 | Loss: 6.89, Accuracy (%): 97.85, Silent labels (%): 0.0, Time (s): 34.09
Train | Epoch 4.7 | Loss: 6.74, Accuracy (%): 97.8, Silent labels (%): 0.0, Time (s): 39.66
Train | Epoch 4.8 | Loss: 6.74, Accuracy (%): 98.05, Silent labels (%): 0.0, Time (s): 45.16
Train | Epoch 4.9 | Loss: 6.75, Accuracy (%): 98.1, Silent labels (%): 0.0, Time (s): 50.66
Train | Epoch 5.0 | Loss: 6.58, Accuracy (%): 98.0, Silent labels (%): 0.0, Time (s): 56.08
Test | Epoch 5.0 | Loss: 7.05, Accuracy (%): 97.68, Learning rate: 0.003, Hidden layer 1 spike counts: 352.92, Output layer spike counts: 41.73, Hidden layer 1 silents (%): 2.25, Output layer silents (%): 0.0, Hidden layer 1 weights norm: 510.7, Output layer weights norm: 71.91, Time (s): 1.55
Best accuracy: 97.68%, Networks save to: best_model
Train | Epoch 5.1 | Loss: 6.29, Accuracy (%): 98.37, Silent labels (%): 0.0, Time (s): 5.3
Train | Epoch 5.2 | Loss: 6.47, Accuracy (%): 98.08, Silent labels (%): 0.0, Time (s): 10.66
Train | Epoch 5.3 | Loss: 6.32, Accuracy (%): 98.43, Silent labels (%): 0.0, Time (s): 16.13
Train | Epoch 5.4 | Loss: 6.03, Accuracy (%): 98.33, Silent labels (%): 0.0, Time (s): 21.56
Train | Epoch 5.5 | Loss: 6.21, Accuracy (%): 98.1, Silent labels (%): 0.0, Time (s): 27.03
Train | Epoch 5.6 | Loss: 6.19, Accuracy (%): 98.28, Silent labels (%): 0.0, Time (s): 32.48
Train | Epoch 5.7 | Loss: 6.13, Accuracy (%): 98.37, Silent labels (%): 0.0, Time (s): 37.87
Train | Epoch 5.8 | Loss: 6.1, Accuracy (%): 98.48, Silent labels (%): 0.0, Time (s): 43.44
