C:\Users\alexc\AppData\Local\Programs\Python\Python311\python.exe D:\Cojo\agcojocaru-Adapting-unconstrained-spiking-neural-networks-to\experiments\mnist\train_spike_count.py 
2024-05-20 11:25:06.412870: I tensorflow/core/util/port.cc:113] oneDNN custom operations are on. You may see slightly different numerical results due to floating-point round-off errors from different computation orders. To turn them off, set the environment variable `TF_ENABLE_ONEDNN_OPTS=0`.
2024-05-20 11:25:07.406722: I tensorflow/core/util/port.cc:113] oneDNN custom operations are on. You may see slightly different numerical results due to floating-point round-off errors from different computation orders. To turn them off, set the environment variable `TF_ENABLE_ONEDNN_OPTS=0`.
STARTING RUN NUMBER 0





This network will be trained using DT = 0.015
Numpy seed: 523157788, Cupy seed: 1016678477
Loading datasets...
Creating network...
Training...
Train | Epoch 0.1 | Loss: 72.08, Accuracy (%): 41.9, Silent labels (%): 10.98, Time (s): 15.29
Train | Epoch 1.7 | Loss: 75.87, Accuracy (%): 15.12, Silent labels (%): 0.0, Time (s): 55.87
Train | Epoch 1.8 | Loss: 75.13, Accuracy (%): 16.43, Silent labels (%): 0.0, Time (s): 63.19
Train | Epoch 1.9 | Loss: 75.86, Accuracy (%): 15.5, Silent labels (%): 0.0, Time (s): 70.43
Train | Epoch 2.0 | Loss: 76.41, Accuracy (%): 15.12, Silent labels (%): 0.02, Time (s): 77.56
Test | Epoch 2.0 | Loss: 77.07, Accuracy (%): 14.11, Learning rate: 0.003, Hidden layer 1 spike counts: 515.62, Output layer spike counts: 30.66, Hidden layer 1 silents (%): 1.5, Output layer silents (%): 0.0, Hidden layer 1 weights norm: 490.32, Output layer weights norm: 66.31, Time (s): 1.99
Train | Epoch 2.1 | Loss: 76.45, Accuracy (%): 15.47, Silent labels (%): 0.0, Time (s): 6.92
Train | Epoch 2.2 | Loss: 77.72, Accuracy (%): 14.32, Silent labels (%): 0.0, Time (s): 13.85
Train | Epoch 2.3 | Loss: 77.79, Accuracy (%): 14.27, Silent labels (%): 0.03, Time (s): 20.69
Train | Epoch 2.4 | Loss: 78.04, Accuracy (%): 14.8, Silent labels (%): 0.0, Time (s): 27.41
Train | Epoch 2.5 | Loss: 78.56, Accuracy (%): 14.02, Silent labels (%): 0.0, Time (s): 34.2
Train | Epoch 2.6 | Loss: 78.74, Accuracy (%): 13.93, Silent labels (%): 0.0, Time (s): 40.87
Train | Epoch 2.7 | Loss: 78.35, Accuracy (%): 14.33, Silent labels (%): 0.0, Time (s): 47.4
Train | Epoch 2.8 | Loss: 79.16, Accuracy (%): 14.55, Silent labels (%): 0.02, Time (s): 53.97
Train | Epoch 2.9 | Loss: 79.38, Accuracy (%): 14.28, Silent labels (%): 0.0, Time (s): 60.36
Train | Epoch 3.0 | Loss: 79.45, Accuracy (%): 14.05, Silent labels (%): 0.0, Time (s): 66.74
Test | Epoch 3.0 | Loss: 80.31, Accuracy (%): 13.32, Learning rate: 0.003, Hidden layer 1 spike counts: 437.25, Output layer spike counts: 29.82, Hidden layer 1 silents (%): 1.0, Output layer silents (%): 0.0, Hidden layer 1 weights norm: 506.96, Output layer weights norm: 72.52, Time (s): 1.99
Train | Epoch 3.1 | Loss: 79.86, Accuracy (%): 13.83, Silent labels (%): 0.0, Time (s): 6.22
Train | Epoch 3.2 | Loss: 80.58, Accuracy (%): 13.13, Silent labels (%): 0.0, Time (s): 12.59
Train | Epoch 3.3 | Loss: 80.52, Accuracy (%): 13.5, Silent labels (%): 0.0, Time (s): 18.84
Train | Epoch 3.4 | Loss: 80.4, Accuracy (%): 12.68, Silent labels (%): 0.0, Time (s): 25.04
Train | Epoch 3.5 | Loss: 80.74, Accuracy (%): 13.6, Silent labels (%): 0.0, Time (s): 31.18
Train | Epoch 3.6 | Loss: 80.95, Accuracy (%): 13.25, Silent labels (%): 0.0, Time (s): 37.22
Train | Epoch 3.7 | Loss: 81.64, Accuracy (%): 12.05, Silent labels (%): 0.0, Time (s): 43.28
Train | Epoch 3.8 | Loss: 81.19, Accuracy (%): 12.43, Silent labels (%): 0.0, Time (s): 49.27
Train | Epoch 3.9 | Loss: 81.42, Accuracy (%): 12.52, Silent labels (%): 0.0, Time (s): 55.26
Train | Epoch 4.0 | Loss: 81.08, Accuracy (%): 12.72, Silent labels (%): 0.0, Time (s): 61.31
Test | Epoch 4.0 | Loss: 82.19, Accuracy (%): 10.99, Learning rate: 0.003, Hidden layer 1 spike counts: 392.25, Output layer spike counts: 29.8, Hidden layer 1 silents (%): 1.12, Output layer silents (%): 0.0, Hidden layer 1 weights norm: 524.41, Output layer weights norm: 78.99, Time (s): 1.91
Train | Epoch 4.1 | Loss: 81.58, Accuracy (%): 12.07, Silent labels (%): 0.0, Time (s): 5.76
Train | Epoch 4.2 | Loss: 81.37, Accuracy (%): 11.92, Silent labels (%): 0.0, Time (s): 11.62
Train | Epoch 4.3 | Loss: 81.56, Accuracy (%): 12.07, Silent labels (%): 0.0, Time (s): 17.37
Train | Epoch 4.4 | Loss: 81.8, Accuracy (%): 11.8, Silent labels (%): 0.0, Time (s): 23.1
Train | Epoch 4.5 | Loss: 81.93, Accuracy (%): 12.37, Silent labels (%): 0.0, Time (s): 28.76
Train | Epoch 4.6 | Loss: 82.12, Accuracy (%): 11.82, Silent labels (%): 0.0, Time (s): 34.33
Train | Epoch 4.7 | Loss: 82.3, Accuracy (%): 11.02, Silent labels (%): 0.0, Time (s): 39.97
Train | Epoch 4.8 | Loss: 82.39, Accuracy (%): 11.17, Silent labels (%): 0.0, Time (s): 45.44
Train | Epoch 4.9 | Loss: 81.85, Accuracy (%): 11.77, Silent labels (%): 0.0, Time (s): 50.92
Train | Epoch 5.0 | Loss: 81.78, Accuracy (%): 12.27, Silent labels (%): 0.0, Time (s): 56.46
Test | Epoch 5.0 | Loss: 82.33, Accuracy (%): 10.56, Learning rate: 0.003, Hidden layer 1 spike counts: 356.36, Output layer spike counts: 29.38, Hidden layer 1 silents (%): 1.5, Output layer silents (%): 0.0, Hidden layer 1 weights norm: 542.99, Output layer weights norm: 86.52, Time (s): 1.72
Train | Epoch 5.1 | Loss: 82.2, Accuracy (%): 11.0, Silent labels (%): 0.0, Time (s): 5.34
Train | Epoch 5.2 | Loss: 82.07, Accuracy (%): 11.33, Silent labels (%): 0.0, Time (s): 10.79
Train | Epoch 5.3 | Loss: 82.32, Accuracy (%): 10.97, Silent labels (%): 0.0, Time (s): 16.23
Train | Epoch 5.4 | Loss: 82.67, Accuracy (%): 10.47, Silent labels (%): 0.0, Time (s): 21.72
Train | Epoch 5.5 | Loss: 82.48, Accuracy (%): 11.13, Silent labels (%): 0.0, Time (s): 27.18
Train | Epoch 5.6 | Loss: 82.84, Accuracy (%): 10.65, Silent labels (%): 0.0, Time (s): 32.52
Train | Epoch 5.7 | Loss: 82.61, Accuracy (%): 10.02, Silent labels (%): 0.0, Time (s): 37.83
Train | Epoch 5.8 | Loss: 83.06, Accuracy (%): 10.52, Silent labels (%): 0.0, Time (s): 43.2
Train | Epoch 5.9 | Loss: 82.93, Accuracy (%): 10.35, Silent labels (%): 0.0, Time (s): 48.46
Train | Epoch 6.0 | Loss: 82.94, Accuracy (%): 10.17, Silent labels (%): 0.0, Time (s): 53.71
Test | Epoch 6.0 | Loss: 83.53, Accuracy (%): 9.15, Learning rate: 0.003, Hidden layer 1 spike counts: 332.0, Output layer spike counts: 29.14, Hidden layer 1 silents (%): 1.0, Output layer silents (%): 0.0, Hidden layer 1 weights norm: 562.96, Output layer weights norm: 94.83, Time (s): 1.72
Train | Epoch 6.1 | Loss: 83.03, Accuracy (%): 10.35, Silent labels (%): 0.0, Time (s): 5.23
Train | Epoch 6.2 | Loss: 83.3, Accuracy (%): 10.08, Silent labels (%): 0.0, Time (s): 10.51
Train | Epoch 6.3 | Loss: 83.51, Accuracy (%): 9.85, Silent labels (%): 0.0, Time (s): 15.79
Train | Epoch 6.4 | Loss: 84.0, Accuracy (%): 9.12, Silent labels (%): 0.0, Time (s): 21.02
Train | Epoch 6.5 | Loss: 83.65, Accuracy (%): 9.28, Silent labels (%): 0.0, Time (s): 26.21
Train | Epoch 6.6 | Loss: 83.74, Accuracy (%): 9.3, Silent labels (%): 0.0, Time (s): 31.47
Train | Epoch 6.7 | Loss: 83.33, Accuracy (%): 10.15, Silent labels (%): 0.0, Time (s): 36.7
Train | Epoch 6.8 | Loss: 83.51, Accuracy (%): 9.6, Silent labels (%): 0.0, Time (s): 41.93
Train | Epoch 6.9 | Loss: 84.09, Accuracy (%): 9.32, Silent labels (%): 0.0, Time (s): 47.1
Train | Epoch 7.0 | Loss: 84.29, Accuracy (%): 8.65, Silent labels (%): 0.0, Time (s): 52.96
Test | Epoch 7.0 | Loss: 84.34, Accuracy (%): 8.48, Learning rate: 0.003, Hidden layer 1 spike counts: 311.48, Output layer spike counts: 29.17, Hidden layer 1 silents (%): 1.25, Output layer silents (%): 0.0, Hidden layer 1 weights norm: 584.05, Output layer weights norm: 102.95, Time (s): 1.59
Train | Epoch 7.1 | Loss: 84.09, Accuracy (%): 9.62, Silent labels (%): 0.0, Time (s): 5.09
Train | Epoch 7.2 | Loss: 84.08, Accuracy (%): 9.45, Silent labels (%): 0.0, Time (s): 10.24
Train | Epoch 7.3 | Loss: 84.51, Accuracy (%): 9.03, Silent labels (%): 0.0, Time (s): 15.32
Train | Epoch 7.4 | Loss: 85.02, Accuracy (%): 8.28, Silent labels (%): 0.0, Time (s): 20.53
Train | Epoch 7.5 | Loss: 84.75, Accuracy (%): 9.0, Silent labels (%): 0.0, Time (s): 25.62
Train | Epoch 7.6 | Loss: 84.8, Accuracy (%): 8.97, Silent labels (%): 0.0, Time (s): 30.88
Train | Epoch 7.7 | Loss: 85.18, Accuracy (%): 8.35, Silent labels (%): 0.0, Time (s): 36.12
Train | Epoch 7.8 | Loss: 84.97, Accuracy (%): 8.68, Silent labels (%): 0.0, Time (s): 41.18
Train | Epoch 7.9 | Loss: 84.78, Accuracy (%): 9.12, Silent labels (%): 0.0, Time (s): 46.24
Train | Epoch 8.0 | Loss: 85.92, Accuracy (%): 8.25, Silent labels (%): 0.0, Time (s): 51.41
Test | Epoch 8.0 | Loss: 85.7, Accuracy (%): 7.85, Learning rate: 0.003, Hidden layer 1 spike counts: 300.59, Output layer spike counts: 27.94, Hidden layer 1 silents (%): 1.12, Output layer silents (%): 0.0, Hidden layer 1 weights norm: 606.26, Output layer weights norm: 110.93, Time (s): 1.58
Train | Epoch 8.1 | Loss: 85.5, Accuracy (%): 8.2, Silent labels (%): 0.0, Time (s): 4.96
Train | Epoch 8.2 | Loss: 85.45, Accuracy (%): 8.28, Silent labels (%): 0.0, Time (s): 10.05
Train | Epoch 8.3 | Loss: 85.45, Accuracy (%): 8.33, Silent labels (%): 0.0, Time (s): 15.2
Train | Epoch 8.4 | Loss: 86.04, Accuracy (%): 8.02, Silent labels (%): 0.0, Time (s): 20.25
Train | Epoch 8.5 | Loss: 85.71, Accuracy (%): 8.23, Silent labels (%): 0.0, Time (s): 25.36
Train | Epoch 8.6 | Loss: 86.07, Accuracy (%): 7.42, Silent labels (%): 0.0, Time (s): 30.53
Train | Epoch 8.7 | Loss: 85.96, Accuracy (%): 7.8, Silent labels (%): 0.0, Time (s): 35.68
Train | Epoch 8.8 | Loss: 86.44, Accuracy (%): 7.78, Silent labels (%): 0.0, Time (s): 40.83
Train | Epoch 8.9 | Loss: 86.23, Accuracy (%): 7.4, Silent labels (%): 0.0, Time (s): 45.99
Train | Epoch 9.0 | Loss: 86.44, Accuracy (%): 7.57, Silent labels (%): 0.0, Time (s): 51.1
Test | Epoch 9.0 | Loss: 86.91, Accuracy (%): 6.32, Learning rate: 0.003, Hidden layer 1 spike counts: 305.07, Output layer spike counts: 28.14, Hidden layer 1 silents (%): 1.12, Output layer silents (%): 0.0, Hidden layer 1 weights norm: 629.33, Output layer weights norm: 118.83, Time (s): 1.61
Train | Epoch 9.1 | Loss: 86.71, Accuracy (%): 7.22, Silent labels (%): 0.0, Time (s): 5.11
Train | Epoch 9.2 | Loss: 86.82, Accuracy (%): 7.0, Silent labels (%): 0.0, Time (s): 10.18
Train | Epoch 9.3 | Loss: 86.78, Accuracy (%): 7.0, Silent labels (%): 0.0, Time (s): 15.31
Train | Epoch 9.4 | Loss: 86.65, Accuracy (%): 7.22, Silent labels (%): 0.0, Time (s): 20.53
Train | Epoch 9.5 | Loss: 87.03, Accuracy (%): 7.2, Silent labels (%): 0.0, Time (s): 25.66
Train | Epoch 9.6 | Loss: 86.93, Accuracy (%): 6.83, Silent labels (%): 0.0, Time (s): 30.79
Train | Epoch 9.7 | Loss: 87.19, Accuracy (%): 6.67, Silent labels (%): 0.0, Time (s): 35.99
Train | Epoch 9.8 | Loss: 86.85, Accuracy (%): 7.23, Silent labels (%): 0.0, Time (s): 41.1
Train | Epoch 9.9 | Loss: 87.51, Accuracy (%): 6.25, Silent labels (%): 0.0, Time (s): 46.32
Train | Epoch 10.0 | Loss: 87.33, Accuracy (%): 6.62, Silent labels (%): 0.0, Time (s): 51.62
Test | Epoch 10.0 | Loss: 87.47, Accuracy (%): 6.33, Learning rate: 0.003, Hidden layer 1 spike counts: 312.6, Output layer spike counts: 27.32, Hidden layer 1 silents (%): 1.12, Output layer silents (%): 0.0, Hidden layer 1 weights norm: 653.35, Output layer weights norm: 126.84, Time (s): 1.68
This network will be trained using DT = 0.01
Numpy seed: 1312328088, Cupy seed: 1865185803
Loading datasets...
Creating network...
Training...
Train | Epoch 0.1 | Loss: 67.21, Accuracy (%): 57.78, Silent labels (%): 18.3, Time (s): 14.34
Train | Epoch 0.2 | Loss: 50.78, Accuracy (%): 73.2, Silent labels (%): 11.38, Time (s): 29.83
Train | Epoch 0.3 | Loss: 51.23, Accuracy (%): 70.87, Silent labels (%): 11.27, Time (s): 43.82
Train | Epoch 0.4 | Loss: 52.79, Accuracy (%): 67.58, Silent labels (%): 11.25, Time (s): 56.36
Train | Epoch 0.5 | Loss: 55.41, Accuracy (%): 64.8, Silent labels (%): 12.03, Time (s): 67.72
Train | Epoch 0.6 | Loss: 56.92, Accuracy (%): 61.47, Silent labels (%): 11.38, Time (s): 78.36
Train | Epoch 0.7 | Loss: 57.42, Accuracy (%): 60.78, Silent labels (%): 11.23, Time (s): 88.48
Train | Epoch 0.8 | Loss: 58.83, Accuracy (%): 58.1, Silent labels (%): 10.07, Time (s): 98.02
Train | Epoch 0.9 | Loss: 47.51, Accuracy (%): 63.67, Silent labels (%): 0.02, Time (s): 107.08
Train | Epoch 1.0 | Loss: 49.51, Accuracy (%): 61.7, Silent labels (%): 0.02, Time (s): 115.78
Test | Epoch 1.0 | Loss: 49.84, Accuracy (%): 61.8, Learning rate: 0.003, Hidden layer 1 spike counts: 706.84, Output layer spike counts: 33.82, Hidden layer 1 silents (%): 0.88, Output layer silents (%): 0.0, Hidden layer 1 weights norm: 476.07, Output layer weights norm: 62.61, Time (s): 2.03
Best accuracy: 61.8%, Networks save to: best_model
Train | Epoch 1.1 | Loss: 50.83, Accuracy (%): 60.65, Silent labels (%): 0.0, Time (s): 8.16
Train | Epoch 1.2 | Loss: 52.66, Accuracy (%): 58.5, Silent labels (%): 0.0, Time (s): 16.39
Train | Epoch 1.3 | Loss: 54.08, Accuracy (%): 55.8, Silent labels (%): 0.0, Time (s): 24.37
Train | Epoch 1.4 | Loss: 55.08, Accuracy (%): 53.57, Silent labels (%): 0.02, Time (s): 32.14
Train | Epoch 1.5 | Loss: 56.26, Accuracy (%): 51.7, Silent labels (%): 0.02, Time (s): 39.68
Train | Epoch 1.6 | Loss: 56.23, Accuracy (%): 51.27, Silent labels (%): 0.03, Time (s): 47.1
Train | Epoch 1.7 | Loss: 57.55, Accuracy (%): 49.25, Silent labels (%): 0.0, Time (s): 54.33
Train | Epoch 1.8 | Loss: 57.51, Accuracy (%): 49.02, Silent labels (%): 0.02, Time (s): 61.44
Train | Epoch 1.9 | Loss: 58.44, Accuracy (%): 47.92, Silent labels (%): 0.0, Time (s): 68.42
Train | Epoch 2.0 | Loss: 59.22, Accuracy (%): 46.88, Silent labels (%): 0.03, Time (s): 75.35
Test | Epoch 2.0 | Loss: 60.54, Accuracy (%): 42.62, Learning rate: 0.003, Hidden layer 1 spike counts: 570.83, Output layer spike counts: 32.94, Hidden layer 1 silents (%): 1.62, Output layer silents (%): 0.0, Hidden layer 1 weights norm: 495.04, Output layer weights norm: 70.2, Time (s): 2.0
Train | Epoch 2.1 | Loss: 59.46, Accuracy (%): 45.13, Silent labels (%): 0.0, Time (s): 6.73
Train | Epoch 2.2 | Loss: 61.35, Accuracy (%): 42.12, Silent labels (%): 0.0, Time (s): 13.71
Train | Epoch 2.3 | Loss: 61.73, Accuracy (%): 41.7, Silent labels (%): 0.05, Time (s): 20.41
Train | Epoch 2.4 | Loss: 62.0, Accuracy (%): 41.48, Silent labels (%): 0.02, Time (s): 27.08
Train | Epoch 2.5 | Loss: 62.56, Accuracy (%): 40.32, Silent labels (%): 0.0, Time (s): 33.67
Train | Epoch 2.6 | Loss: 63.16, Accuracy (%): 39.97, Silent labels (%): 0.02, Time (s): 40.18
Train | Epoch 2.7 | Loss: 62.38, Accuracy (%): 40.33, Silent labels (%): 0.0, Time (s): 46.58
Train | Epoch 2.8 | Loss: 63.97, Accuracy (%): 38.35, Silent labels (%): 0.02, Time (s): 52.92
Train | Epoch 2.9 | Loss: 63.95, Accuracy (%): 37.87, Silent labels (%): 0.03, Time (s): 59.24
Train | Epoch 3.0 | Loss: 64.33, Accuracy (%): 36.83, Silent labels (%): 0.0, Time (s): 65.54
Test | Epoch 3.0 | Loss: 65.4, Accuracy (%): 35.36, Learning rate: 0.003, Hidden layer 1 spike counts: 495.6, Output layer spike counts: 31.15, Hidden layer 1 silents (%): 1.62, Output layer silents (%): 0.0, Hidden layer 1 weights norm: 513.52, Output layer weights norm: 76.43, Time (s): 2.03
Train | Epoch 3.1 | Loss: 64.93, Accuracy (%): 36.72, Silent labels (%): 0.02, Time (s): 6.22
Train | Epoch 3.2 | Loss: 65.5, Accuracy (%): 34.73, Silent labels (%): 0.03, Time (s): 12.43
Train | Epoch 3.3 | Loss: 65.69, Accuracy (%): 35.2, Silent labels (%): 0.02, Time (s): 18.65
Train | Epoch 3.4 | Loss: 65.64, Accuracy (%): 35.12, Silent labels (%): 0.02, Time (s): 24.8
Train | Epoch 3.5 | Loss: 66.2, Accuracy (%): 33.82, Silent labels (%): 0.03, Time (s): 30.91
Train | Epoch 3.6 | Loss: 66.51, Accuracy (%): 33.55, Silent labels (%): 0.0, Time (s): 36.96
Train | Epoch 3.7 | Loss: 67.0, Accuracy (%): 33.08, Silent labels (%): 0.02, Time (s): 42.97
Train | Epoch 3.8 | Loss: 67.21, Accuracy (%): 32.55, Silent labels (%): 0.0, Time (s): 48.98
Train | Epoch 3.9 | Loss: 67.48, Accuracy (%): 32.17, Silent labels (%): 0.02, Time (s): 54.94
Train | Epoch 4.0 | Loss: 66.7, Accuracy (%): 32.98, Silent labels (%): 0.02, Time (s): 60.87
Test | Epoch 4.0 | Loss: 68.04, Accuracy (%): 30.89, Learning rate: 0.003, Hidden layer 1 spike counts: 457.2, Output layer spike counts: 30.88, Hidden layer 1 silents (%): 1.62, Output layer silents (%): 0.0, Hidden layer 1 weights norm: 532.39, Output layer weights norm: 82.52, Time (s): 1.99
Train | Epoch 4.1 | Loss: 67.58, Accuracy (%): 32.27, Silent labels (%): 0.02, Time (s): 5.81
Train | Epoch 4.2 | Loss: 67.81, Accuracy (%): 31.35, Silent labels (%): 0.05, Time (s): 11.71
Train | Epoch 4.3 | Loss: 68.27, Accuracy (%): 30.55, Silent labels (%): 0.03, Time (s): 17.69
Train | Epoch 4.4 | Loss: 68.4, Accuracy (%): 30.18, Silent labels (%): 0.02, Time (s): 23.49
Train | Epoch 4.5 | Loss: 68.86, Accuracy (%): 29.75, Silent labels (%): 0.03, Time (s): 29.35
Train | Epoch 4.6 | Loss: 69.58, Accuracy (%): 28.48, Silent labels (%): 0.02, Time (s): 35.1
Train | Epoch 4.7 | Loss: 69.82, Accuracy (%): 27.95, Silent labels (%): 0.02, Time (s): 40.8
Train | Epoch 4.8 | Loss: 70.1, Accuracy (%): 27.52, Silent labels (%): 0.0, Time (s): 46.53
Train | Epoch 4.9 | Loss: 69.93, Accuracy (%): 27.42, Silent labels (%): 0.0, Time (s): 52.15
Train | Epoch 5.0 | Loss: 69.79, Accuracy (%): 28.17, Silent labels (%): 0.03, Time (s): 57.87
Test | Epoch 5.0 | Loss: 70.89, Accuracy (%): 25.27, Learning rate: 0.003, Hidden layer 1 spike counts: 429.99, Output layer spike counts: 30.87, Hidden layer 1 silents (%): 1.62, Output layer silents (%): 0.0, Hidden layer 1 weights norm: 551.73, Output layer weights norm: 88.7, Time (s): 2.02
Train | Epoch 5.1 | Loss: 70.36, Accuracy (%): 27.45, Silent labels (%): 0.05, Time (s): 5.53
Train | Epoch 5.2 | Loss: 70.39, Accuracy (%): 26.93, Silent labels (%): 0.02, Time (s): 11.18
Train | Epoch 5.3 | Loss: 70.87, Accuracy (%): 26.53, Silent labels (%): 0.03, Time (s): 16.83
Train | Epoch 5.4 | Loss: 70.8, Accuracy (%): 25.93, Silent labels (%): 0.02, Time (s): 22.41
Train | Epoch 5.5 | Loss: 71.47, Accuracy (%): 25.27, Silent labels (%): 0.03, Time (s): 28.0
Train | Epoch 5.6 | Loss: 71.17, Accuracy (%): 26.65, Silent labels (%): 0.02, Time (s): 33.53
Train | Epoch 5.7 | Loss: 71.46, Accuracy (%): 25.4, Silent labels (%): 0.02, Time (s): 39.04
Train | Epoch 5.8 | Loss: 72.49, Accuracy (%): 24.62, Silent labels (%): 0.05, Time (s): 44.63
Train | Epoch 5.9 | Loss: 72.16, Accuracy (%): 24.82, Silent labels (%): 0.02, Time (s): 50.1
Train | Epoch 6.0 | Loss: 72.27, Accuracy (%): 24.83, Silent labels (%): 0.02, Time (s): 55.58
Test | Epoch 6.0 | Loss: 73.09, Accuracy (%): 23.48, Learning rate: 0.003, Hidden layer 1 spike counts: 409.56, Output layer spike counts: 30.35, Hidden layer 1 silents (%): 1.25, Output layer silents (%): 0.0, Hidden layer 1 weights norm: 571.53, Output layer weights norm: 94.48, Time (s): 2.09
Train | Epoch 6.1 | Loss: 71.84, Accuracy (%): 25.2, Silent labels (%): 0.02, Time (s): 5.39
Train | Epoch 6.2 | Loss: 73.22, Accuracy (%): 23.58, Silent labels (%): 0.02, Time (s): 10.87
Train | Epoch 6.3 | Loss: 73.54, Accuracy (%): 22.57, Silent labels (%): 0.03, Time (s): 16.44
Train | Epoch 6.4 | Loss: 73.61, Accuracy (%): 23.0, Silent labels (%): 0.05, Time (s): 21.91
Train | Epoch 6.5 | Loss: 73.34, Accuracy (%): 22.93, Silent labels (%): 0.02, Time (s): 27.39
Train | Epoch 6.6 | Loss: 73.86, Accuracy (%): 23.23, Silent labels (%): 0.05, Time (s): 32.85
Train | Epoch 6.7 | Loss: 73.37, Accuracy (%): 23.53, Silent labels (%): 0.02, Time (s): 38.27
Train | Epoch 6.8 | Loss: 73.63, Accuracy (%): 23.33, Silent labels (%): 0.03, Time (s): 43.68
Train | Epoch 6.9 | Loss: 74.25, Accuracy (%): 22.48, Silent labels (%): 0.02, Time (s): 49.08
Train | Epoch 7.0 | Loss: 74.25, Accuracy (%): 22.23, Silent labels (%): 0.05, Time (s): 54.44
Test | Epoch 7.0 | Loss: 74.71, Accuracy (%): 21.9, Learning rate: 0.003, Hidden layer 1 spike counts: 396.47, Output layer spike counts: 30.14, Hidden layer 1 silents (%): 1.38, Output layer silents (%): 0.0, Hidden layer 1 weights norm: 591.83, Output layer weights norm: 99.96, Time (s): 1.97
Train | Epoch 7.1 | Loss: 73.65, Accuracy (%): 22.93, Silent labels (%): 0.02, Time (s): 5.36
Train | Epoch 7.2 | Loss: 74.24, Accuracy (%): 22.65, Silent labels (%): 0.03, Time (s): 10.81
Train | Epoch 7.3 | Loss: 74.84, Accuracy (%): 22.37, Silent labels (%): 0.02, Time (s): 16.16
Train | Epoch 7.4 | Loss: 75.85, Accuracy (%): 21.15, Silent labels (%): 0.02, Time (s): 21.54
Train | Epoch 7.5 | Loss: 75.21, Accuracy (%): 21.6, Silent labels (%): 0.0, Time (s): 26.89
Train | Epoch 7.6 | Loss: 75.68, Accuracy (%): 20.32, Silent labels (%): 0.03, Time (s): 32.24
Train | Epoch 7.7 | Loss: 75.1, Accuracy (%): 21.55, Silent labels (%): 0.05, Time (s): 37.58
Train | Epoch 7.8 | Loss: 75.73, Accuracy (%): 21.33, Silent labels (%): 0.07, Time (s): 42.89
Train | Epoch 7.9 | Loss: 75.31, Accuracy (%): 22.08, Silent labels (%): 0.08, Time (s): 48.26
Train | Epoch 8.0 | Loss: 76.06, Accuracy (%): 20.48, Silent labels (%): 0.0, Time (s): 53.58
Test | Epoch 8.0 | Loss: 76.52, Accuracy (%): 19.88, Learning rate: 0.003, Hidden layer 1 spike counts: 391.36, Output layer spike counts: 29.77, Hidden layer 1 silents (%): 1.38, Output layer silents (%): 0.0, Hidden layer 1 weights norm: 612.59, Output layer weights norm: 105.21, Time (s): 1.97
Train | Epoch 8.1 | Loss: 76.03, Accuracy (%): 21.55, Silent labels (%): 0.0, Time (s): 5.2
Train | Epoch 8.2 | Loss: 75.63, Accuracy (%): 20.93, Silent labels (%): 0.08, Time (s): 10.51
Train | Epoch 8.3 | Loss: 75.6, Accuracy (%): 21.35, Silent labels (%): 0.02, Time (s): 15.8
Train | Epoch 8.4 | Loss: 76.36, Accuracy (%): 20.6, Silent labels (%): 0.03, Time (s): 21.11
Train | Epoch 8.5 | Loss: 76.73, Accuracy (%): 19.82, Silent labels (%): 0.02, Time (s): 26.43
Train | Epoch 8.6 | Loss: 76.71, Accuracy (%): 20.38, Silent labels (%): 0.03, Time (s): 31.69
Train | Epoch 8.7 | Loss: 76.25, Accuracy (%): 21.32, Silent labels (%): 0.0, Time (s): 37.02
Train | Epoch 8.8 | Loss: 77.02, Accuracy (%): 20.3, Silent labels (%): 0.03, Time (s): 42.27
Train | Epoch 8.9 | Loss: 76.57, Accuracy (%): 20.42, Silent labels (%): 0.07, Time (s): 47.5
Train | Epoch 9.0 | Loss: 76.95, Accuracy (%): 20.32, Silent labels (%): 0.02, Time (s): 52.78
Test | Epoch 9.0 | Loss: 77.72, Accuracy (%): 19.03, Learning rate: 0.003, Hidden layer 1 spike counts: 383.65, Output layer spike counts: 29.49, Hidden layer 1 silents (%): 1.38, Output layer silents (%): 0.0, Hidden layer 1 weights norm: 633.66, Output layer weights norm: 110.36, Time (s): 1.98
Train | Epoch 9.1 | Loss: 76.89, Accuracy (%): 20.52, Silent labels (%): 0.05, Time (s): 5.16
Train | Epoch 9.2 | Loss: 76.94, Accuracy (%): 20.55, Silent labels (%): 0.03, Time (s): 10.34
Train | Epoch 9.3 | Loss: 77.29, Accuracy (%): 19.58, Silent labels (%): 0.02, Time (s): 15.59
Train | Epoch 9.4 | Loss: 77.28, Accuracy (%): 20.3, Silent labels (%): 0.02, Time (s): 20.89
Train | Epoch 9.5 | Loss: 77.34, Accuracy (%): 20.57, Silent labels (%): 0.03, Time (s): 26.09
Train | Epoch 9.6 | Loss: 77.16, Accuracy (%): 20.62, Silent labels (%): 0.05, Time (s): 31.33
Train | Epoch 9.7 | Loss: 78.11, Accuracy (%): 19.15, Silent labels (%): 0.07, Time (s): 36.49
Train | Epoch 9.8 | Loss: 77.42, Accuracy (%): 20.22, Silent labels (%): 0.03, Time (s): 41.65
Train | Epoch 9.9 | Loss: 77.48, Accuracy (%): 20.65, Silent labels (%): 0.03, Time (s): 46.92
Train | Epoch 10.0 | Loss: 77.52, Accuracy (%): 19.83, Silent labels (%): 0.0, Time (s): 52.06
