C:\Users\alexc\AppData\Local\Programs\Python\Python311\python.exe D:\Cojo\agcojocaru-Adapting-unconstrained-spiking-neural-networks-to\experiments\mnist\train_spike_count.py 
2024-05-16 14:38:05.419071: I tensorflow/core/util/port.cc:113] oneDNN custom operations are on. You may see slightly different numerical results due to floating-point round-off errors from different computation orders. To turn them off, set the environment variable `TF_ENABLE_ONEDNN_OPTS=0`.
2024-05-16 14:38:06.328611: I tensorflow/core/util/port.cc:113] oneDNN custom operations are on. You may see slightly different numerical results due to floating-point round-off errors from different computation orders. To turn them off, set the environment variable `TF_ENABLE_ONEDNN_OPTS=0`.
This network will be trained using DT = 0.05
Numpy seed: 599816849, Cupy seed: 524483391
Loading datasets...
Creating network...
Training...
Train | Epoch 0.1 | Loss: 120.04, Accuracy (%): 8.75, Silent labels (%): 26.17, Time (s): 16.93
Test | Epoch 8.0 | Loss: 77.98, Accuracy (%): 17.73, Learning rate: 0.003, Hidden layer 1 spike counts: 405.86, Output layer spike counts: 29.75, Hidden layer 1 silents (%): 0.88, Output layer silents (%): 0.0, Hidden layer 1 weights norm: 614.25, Output layer weights norm: 103.29, Time (s): 2.26
Train | Epoch 8.1 | Loss: 77.28, Accuracy (%): 19.47, Silent labels (%): 0.02, Time (s): 5.45
Train | Epoch 8.2 | Loss: 76.98, Accuracy (%): 19.08, Silent labels (%): 0.0, Time (s): 10.9
Train | Epoch 8.3 | Loss: 77.95, Accuracy (%): 18.57, Silent labels (%): 0.0, Time (s): 16.41
Train | Epoch 8.4 | Loss: 77.78, Accuracy (%): 19.0, Silent labels (%): 0.05, Time (s): 21.87
Train | Epoch 8.5 | Loss: 77.8, Accuracy (%): 18.57, Silent labels (%): 0.02, Time (s): 27.38
Train | Epoch 8.6 | Loss: 78.43, Accuracy (%): 18.68, Silent labels (%): 0.02, Time (s): 32.99
Train | Epoch 8.7 | Loss: 78.12, Accuracy (%): 18.67, Silent labels (%): 0.03, Time (s): 38.44
Train | Epoch 8.8 | Loss: 78.51, Accuracy (%): 18.7, Silent labels (%): 0.03, Time (s): 43.8
Train | Epoch 8.9 | Loss: 77.9, Accuracy (%): 18.82, Silent labels (%): 0.03, Time (s): 49.38
Train | Epoch 9.0 | Loss: 78.81, Accuracy (%): 17.5, Silent labels (%): 0.03, Time (s): 54.84
Test | Epoch 9.0 | Loss: 79.43, Accuracy (%): 18.22, Learning rate: 0.003, Hidden layer 1 spike counts: 393.11, Output layer spike counts: 28.66, Hidden layer 1 silents (%): 1.0, Output layer silents (%): 0.0, Hidden layer 1 weights norm: 634.46, Output layer weights norm: 107.75, Time (s): 2.08
Train | Epoch 9.1 | Loss: 78.4, Accuracy (%): 18.48, Silent labels (%): 0.02, Time (s): 5.28
Train | Epoch 9.2 | Loss: 79.51, Accuracy (%): 17.38, Silent labels (%): 0.02, Time (s): 10.64
Train | Epoch 9.3 | Loss: 79.01, Accuracy (%): 17.72, Silent labels (%): 0.03, Time (s): 15.95
Train | Epoch 9.4 | Loss: 78.6, Accuracy (%): 17.83, Silent labels (%): 0.02, Time (s): 21.31
Train | Epoch 9.5 | Loss: 79.34, Accuracy (%): 17.35, Silent labels (%): 0.07, Time (s): 26.64
Train | Epoch 9.6 | Loss: 79.43, Accuracy (%): 17.47, Silent labels (%): 0.02, Time (s): 31.99
Train | Epoch 9.7 | Loss: 78.87, Accuracy (%): 18.62, Silent labels (%): 0.03, Time (s): 37.32
Train | Epoch 9.8 | Loss: 79.6, Accuracy (%): 17.22, Silent labels (%): 0.0, Time (s): 42.58
Train | Epoch 9.9 | Loss: 79.12, Accuracy (%): 18.27, Silent labels (%): 0.02, Time (s): 47.83
Train | Epoch 10.0 | Loss: 79.09, Accuracy (%): 18.17, Silent labels (%): 0.03, Time (s): 53.08
Test | Epoch 10.0 | Loss: 80.18, Accuracy (%): 16.43, Learning rate: 0.003, Hidden layer 1 spike counts: 394.54, Output layer spike counts: 29.18, Hidden layer 1 silents (%): 0.62, Output layer silents (%): 0.0, Hidden layer 1 weights norm: 654.58, Output layer weights norm: 112.02, Time (s): 1.97
This network will be trained using DT = 0.005
Numpy seed: 1861379801, Cupy seed: 761126017
Loading datasets...
Creating network...
Training...
Train | Epoch 0.1 | Loss: 52.32, Accuracy (%): 67.52, Silent labels (%): 6.7, Time (s): 14.08
Train | Epoch 0.2 | Loss: 26.97, Accuracy (%): 89.03, Silent labels (%): 0.02, Time (s): 28.2
Train | Epoch 0.3 | Loss: 21.75, Accuracy (%): 91.35, Silent labels (%): 0.03, Time (s): 40.31
Train | Epoch 0.4 | Loss: 18.42, Accuracy (%): 92.63, Silent labels (%): 0.0, Time (s): 51.08
Train | Epoch 0.5 | Loss: 16.68, Accuracy (%): 93.52, Silent labels (%): 0.0, Time (s): 60.91
Train | Epoch 0.6 | Loss: 15.32, Accuracy (%): 94.3, Silent labels (%): 0.0, Time (s): 70.16
Train | Epoch 0.7 | Loss: 14.67, Accuracy (%): 94.87, Silent labels (%): 0.0, Time (s): 78.87
Train | Epoch 0.8 | Loss: 13.81, Accuracy (%): 94.92, Silent labels (%): 0.02, Time (s): 87.26
Train | Epoch 0.9 | Loss: 13.18, Accuracy (%): 95.15, Silent labels (%): 0.0, Time (s): 95.26
Train | Epoch 1.0 | Loss: 12.84, Accuracy (%): 94.87, Silent labels (%): 0.0, Time (s): 103.06
Test | Epoch 1.0 | Loss: 12.23, Accuracy (%): 95.93, Learning rate: 0.003, Hidden layer 1 spike counts: 523.08, Output layer spike counts: 41.09, Hidden layer 1 silents (%): 0.38, Output layer silents (%): 0.0, Hidden layer 1 weights norm: 470.09, Output layer weights norm: 59.1, Time (s): 2.07
Best accuracy: 95.93%, Networks save to: best_model
Train | Epoch 1.1 | Loss: 11.91, Accuracy (%): 95.6, Silent labels (%): 0.0, Time (s): 7.64
Train | Epoch 1.2 | Loss: 11.88, Accuracy (%): 96.0, Silent labels (%): 0.0, Time (s): 15.62
Train | Epoch 1.3 | Loss: 11.71, Accuracy (%): 95.92, Silent labels (%): 0.0, Time (s): 23.36
Train | Epoch 1.4 | Loss: 11.15, Accuracy (%): 96.3, Silent labels (%): 0.0, Time (s): 30.59
Train | Epoch 1.5 | Loss: 10.62, Accuracy (%): 96.53, Silent labels (%): 0.0, Time (s): 37.84
Train | Epoch 1.6 | Loss: 10.89, Accuracy (%): 96.05, Silent labels (%): 0.0, Time (s): 45.02
Train | Epoch 1.7 | Loss: 10.63, Accuracy (%): 96.18, Silent labels (%): 0.0, Time (s): 51.96
Train | Epoch 1.8 | Loss: 10.17, Accuracy (%): 96.75, Silent labels (%): 0.0, Time (s): 58.73
Train | Epoch 1.9 | Loss: 10.0, Accuracy (%): 96.45, Silent labels (%): 0.0, Time (s): 65.34
Train | Epoch 2.0 | Loss: 9.69, Accuracy (%): 96.72, Silent labels (%): 0.0, Time (s): 71.81
Test | Epoch 2.0 | Loss: 9.62, Accuracy (%): 96.79, Learning rate: 0.003, Hidden layer 1 spike counts: 422.63, Output layer spike counts: 41.42, Hidden layer 1 silents (%): 0.38, Output layer silents (%): 0.0, Hidden layer 1 weights norm: 480.22, Output layer weights norm: 63.08, Time (s): 1.92
Best accuracy: 96.79%, Networks save to: best_model
Train | Epoch 2.1 | Loss: 9.45, Accuracy (%): 96.93, Silent labels (%): 0.0, Time (s): 6.15
Train | Epoch 2.2 | Loss: 9.42, Accuracy (%): 96.78, Silent labels (%): 0.0, Time (s): 12.35
Train | Epoch 2.3 | Loss: 9.07, Accuracy (%): 97.07, Silent labels (%): 0.0, Time (s): 18.63
Train | Epoch 2.4 | Loss: 9.26, Accuracy (%): 96.83, Silent labels (%): 0.0, Time (s): 24.8
Train | Epoch 2.5 | Loss: 9.01, Accuracy (%): 97.17, Silent labels (%): 0.0, Time (s): 31.21
Train | Epoch 2.6 | Loss: 9.04, Accuracy (%): 97.05, Silent labels (%): 0.0, Time (s): 37.3
Train | Epoch 2.7 | Loss: 8.99, Accuracy (%): 97.42, Silent labels (%): 0.0, Time (s): 43.25
Train | Epoch 2.8 | Loss: 8.67, Accuracy (%): 97.17, Silent labels (%): 0.0, Time (s): 49.06
Train | Epoch 2.9 | Loss: 8.6, Accuracy (%): 97.43, Silent labels (%): 0.0, Time (s): 54.75
Train | Epoch 3.0 | Loss: 8.28, Accuracy (%): 97.45, Silent labels (%): 0.0, Time (s): 60.55
Test | Epoch 3.0 | Loss: 8.57, Accuracy (%): 97.16, Learning rate: 0.003, Hidden layer 1 spike counts: 365.96, Output layer spike counts: 41.35, Hidden layer 1 silents (%): 0.62, Output layer silents (%): 0.0, Hidden layer 1 weights norm: 490.18, Output layer weights norm: 66.7, Time (s): 1.54
Best accuracy: 97.16%, Networks save to: best_model
Train | Epoch 3.1 | Loss: 8.13, Accuracy (%): 97.57, Silent labels (%): 0.0, Time (s): 5.75
Train | Epoch 3.2 | Loss: 8.29, Accuracy (%): 97.47, Silent labels (%): 0.0, Time (s): 11.58
Train | Epoch 3.3 | Loss: 7.99, Accuracy (%): 97.45, Silent labels (%): 0.0, Time (s): 17.5
Train | Epoch 3.4 | Loss: 7.78, Accuracy (%): 97.72, Silent labels (%): 0.0, Time (s): 23.15
Train | Epoch 3.5 | Loss: 7.82, Accuracy (%): 97.82, Silent labels (%): 0.0, Time (s): 28.86
Train | Epoch 3.6 | Loss: 7.7, Accuracy (%): 97.67, Silent labels (%): 0.0, Time (s): 34.45
Train | Epoch 3.7 | Loss: 8.0, Accuracy (%): 97.38, Silent labels (%): 0.0, Time (s): 39.86
Train | Epoch 3.8 | Loss: 8.07, Accuracy (%): 97.52, Silent labels (%): 0.0, Time (s): 45.44
Train | Epoch 3.9 | Loss: 7.99, Accuracy (%): 97.48, Silent labels (%): 0.0, Time (s): 50.89
Train | Epoch 4.0 | Loss: 7.69, Accuracy (%): 97.48, Silent labels (%): 0.0, Time (s): 56.34
Test | Epoch 4.0 | Loss: 7.92, Accuracy (%): 97.55, Learning rate: 0.003, Hidden layer 1 spike counts: 337.39, Output layer spike counts: 41.48, Hidden layer 1 silents (%): 0.5, Output layer silents (%): 0.0, Hidden layer 1 weights norm: 500.39, Output layer weights norm: 70.07, Time (s): 1.47
Best accuracy: 97.55%, Networks save to: best_model
Train | Epoch 4.1 | Loss: 7.17, Accuracy (%): 98.17, Silent labels (%): 0.0, Time (s): 5.35
Train | Epoch 4.2 | Loss: 7.27, Accuracy (%): 98.18, Silent labels (%): 0.0, Time (s): 10.86
Train | Epoch 4.3 | Loss: 7.25, Accuracy (%): 98.05, Silent labels (%): 0.0, Time (s): 16.33
Train | Epoch 4.4 | Loss: 7.28, Accuracy (%): 98.05, Silent labels (%): 0.0, Time (s): 21.61
Train | Epoch 4.5 | Loss: 7.22, Accuracy (%): 98.03, Silent labels (%): 0.0, Time (s): 27.0
Train | Epoch 4.6 | Loss: 7.21, Accuracy (%): 97.85, Silent labels (%): 0.0, Time (s): 32.29
Train | Epoch 4.7 | Loss: 7.35, Accuracy (%): 97.85, Silent labels (%): 0.02, Time (s): 37.49
Train | Epoch 4.8 | Loss: 7.21, Accuracy (%): 97.88, Silent labels (%): 0.0, Time (s): 42.71
Train | Epoch 4.9 | Loss: 7.12, Accuracy (%): 97.88, Silent labels (%): 0.0, Time (s): 47.81
Train | Epoch 5.0 | Loss: 7.1, Accuracy (%): 97.72, Silent labels (%): 0.0, Time (s): 52.84
Test | Epoch 5.0 | Loss: 7.43, Accuracy (%): 97.64, Learning rate: 0.003, Hidden layer 1 spike counts: 307.98, Output layer spike counts: 41.19, Hidden layer 1 silents (%): 0.62, Output layer silents (%): 0.0, Hidden layer 1 weights norm: 510.57, Output layer weights norm: 73.27, Time (s): 1.5
Best accuracy: 97.64%, Networks save to: best_model
Train | Epoch 5.1 | Loss: 6.51, Accuracy (%): 98.25, Silent labels (%): 0.0, Time (s): 5.51
Train | Epoch 5.2 | Loss: 6.8, Accuracy (%): 98.15, Silent labels (%): 0.0, Time (s): 10.73
Train | Epoch 5.3 | Loss: 6.7, Accuracy (%): 98.27, Silent labels (%): 0.0, Time (s): 15.82
Train | Epoch 5.4 | Loss: 6.65, Accuracy (%): 98.42, Silent labels (%): 0.0, Time (s): 20.93
Train | Epoch 5.5 | Loss: 6.73, Accuracy (%): 98.35, Silent labels (%): 0.0, Time (s): 25.96
Train | Epoch 5.6 | Loss: 6.64, Accuracy (%): 98.25, Silent labels (%): 0.0, Time (s): 30.96
Train | Epoch 5.7 | Loss: 6.49, Accuracy (%): 98.2, Silent labels (%): 0.0, Time (s): 36.01
Train | Epoch 5.8 | Loss: 6.86, Accuracy (%): 97.75, Silent labels (%): 0.0, Time (s): 41.01
Train | Epoch 5.9 | Loss: 6.7, Accuracy (%): 98.15, Silent labels (%): 0.0, Time (s): 46.04
Train | Epoch 6.0 | Loss: 6.88, Accuracy (%): 97.87, Silent labels (%): 0.0, Time (s): 51.04
Test | Epoch 6.0 | Loss: 7.15, Accuracy (%): 97.72, Learning rate: 0.003, Hidden layer 1 spike counts: 291.14, Output layer spike counts: 41.5, Hidden layer 1 silents (%): 0.5, Output layer silents (%): 0.0, Hidden layer 1 weights norm: 520.93, Output layer weights norm: 76.44, Time (s): 1.44
Best accuracy: 97.72%, Networks save to: best_model
Train | Epoch 6.1 | Loss: 6.43, Accuracy (%): 98.12, Silent labels (%): 0.0, Time (s): 4.85
Train | Epoch 6.2 | Loss: 6.3, Accuracy (%): 98.42, Silent labels (%): 0.0, Time (s): 9.79
Train | Epoch 6.3 | Loss: 6.16, Accuracy (%): 98.42, Silent labels (%): 0.0, Time (s): 14.92
Train | Epoch 6.4 | Loss: 6.47, Accuracy (%): 98.2, Silent labels (%): 0.0, Time (s): 19.85
Train | Epoch 6.5 | Loss: 6.26, Accuracy (%): 98.2, Silent labels (%): 0.0, Time (s): 24.68
Train | Epoch 6.6 | Loss: 6.23, Accuracy (%): 98.6, Silent labels (%): 0.0, Time (s): 29.5
Train | Epoch 6.7 | Loss: 6.14, Accuracy (%): 98.57, Silent labels (%): 0.0, Time (s): 34.32
Train | Epoch 6.8 | Loss: 6.25, Accuracy (%): 98.38, Silent labels (%): 0.0, Time (s): 39.15
Train | Epoch 6.9 | Loss: 6.39, Accuracy (%): 98.5, Silent labels (%): 0.0, Time (s): 43.93
Train | Epoch 7.0 | Loss: 6.24, Accuracy (%): 98.3, Silent labels (%): 0.0, Time (s): 48.72
Test | Epoch 7.0 | Loss: 6.85, Accuracy (%): 97.9, Learning rate: 0.003, Hidden layer 1 spike counts: 274.64, Output layer spike counts: 41.51, Hidden layer 1 silents (%): 0.62, Output layer silents (%): 0.0, Hidden layer 1 weights norm: 531.37, Output layer weights norm: 79.41, Time (s): 1.55
Best accuracy: 97.9%, Networks save to: best_model
Train | Epoch 7.1 | Loss: 5.86, Accuracy (%): 98.7, Silent labels (%): 0.0, Time (s): 4.75
Train | Epoch 7.2 | Loss: 5.9, Accuracy (%): 98.33, Silent labels (%): 0.0, Time (s): 9.6
Train | Epoch 7.3 | Loss: 5.98, Accuracy (%): 98.42, Silent labels (%): 0.0, Time (s): 14.47
Train | Epoch 7.4 | Loss: 6.05, Accuracy (%): 98.43, Silent labels (%): 0.0, Time (s): 19.35
Train | Epoch 7.5 | Loss: 6.03, Accuracy (%): 98.42, Silent labels (%): 0.0, Time (s): 24.21
Train | Epoch 7.6 | Loss: 6.04, Accuracy (%): 98.43, Silent labels (%): 0.0, Time (s): 29.0
Train | Epoch 7.7 | Loss: 5.91, Accuracy (%): 98.63, Silent labels (%): 0.0, Time (s): 33.83
Train | Epoch 7.8 | Loss: 5.9, Accuracy (%): 98.57, Silent labels (%): 0.0, Time (s): 38.49
Train | Epoch 7.9 | Loss: 6.12, Accuracy (%): 98.4, Silent labels (%): 0.0, Time (s): 43.13
Train | Epoch 8.0 | Loss: 5.79, Accuracy (%): 98.63, Silent labels (%): 0.0, Time (s): 47.87
Test | Epoch 8.0 | Loss: 6.57, Accuracy (%): 98.03, Learning rate: 0.003, Hidden layer 1 spike counts: 259.49, Output layer spike counts: 41.14, Hidden layer 1 silents (%): 0.75, Output layer silents (%): 0.0, Hidden layer 1 weights norm: 541.76, Output layer weights norm: 82.41, Time (s): 1.65
Best accuracy: 98.03%, Networks save to: best_model
Train | Epoch 8.1 | Loss: 5.63, Accuracy (%): 98.75, Silent labels (%): 0.0, Time (s): 4.58
Train | Epoch 8.2 | Loss: 5.77, Accuracy (%): 98.7, Silent labels (%): 0.0, Time (s): 9.33
Train | Epoch 8.3 | Loss: 5.62, Accuracy (%): 98.85, Silent labels (%): 0.0, Time (s): 14.0
Train | Epoch 8.4 | Loss: 5.68, Accuracy (%): 98.68, Silent labels (%): 0.0, Time (s): 18.74
Train | Epoch 8.5 | Loss: 5.95, Accuracy (%): 98.48, Silent labels (%): 0.0, Time (s): 23.4
Train | Epoch 8.6 | Loss: 5.68, Accuracy (%): 98.73, Silent labels (%): 0.0, Time (s): 28.48
Train | Epoch 8.7 | Loss: 5.95, Accuracy (%): 98.5, Silent labels (%): 0.02, Time (s): 33.4
Train | Epoch 8.8 | Loss: 5.61, Accuracy (%): 98.92, Silent labels (%): 0.0, Time (s): 38.17
Train | Epoch 8.9 | Loss: 5.55, Accuracy (%): 98.58, Silent labels (%): 0.0, Time (s): 42.76
Train | Epoch 9.0 | Loss: 5.67, Accuracy (%): 98.68, Silent labels (%): 0.0, Time (s): 47.28
Test | Epoch 9.0 | Loss: 6.47, Accuracy (%): 98.11, Learning rate: 0.003, Hidden layer 1 spike counts: 247.68, Output layer spike counts: 41.69, Hidden layer 1 silents (%): 0.5, Output layer silents (%): 0.0, Hidden layer 1 weights norm: 552.2, Output layer weights norm: 85.51, Time (s): 1.4
Best accuracy: 98.11%, Networks save to: best_model
Train | Epoch 9.1 | Loss: 5.39, Accuracy (%): 99.03, Silent labels (%): 0.0, Time (s): 4.34
Train | Epoch 9.2 | Loss: 5.37, Accuracy (%): 98.58, Silent labels (%): 0.0, Time (s): 8.9
Train | Epoch 9.3 | Loss: 5.43, Accuracy (%): 98.88, Silent labels (%): 0.0, Time (s): 13.65
Train | Epoch 9.4 | Loss: 5.47, Accuracy (%): 98.7, Silent labels (%): 0.0, Time (s): 18.28
Train | Epoch 9.5 | Loss: 5.65, Accuracy (%): 98.5, Silent labels (%): 0.02, Time (s): 22.93
Train | Epoch 9.6 | Loss: 5.59, Accuracy (%): 98.73, Silent labels (%): 0.0, Time (s): 27.48
Train | Epoch 9.7 | Loss: 5.53, Accuracy (%): 98.52, Silent labels (%): 0.0, Time (s): 31.97
Train | Epoch 9.8 | Loss: 5.45, Accuracy (%): 98.83, Silent labels (%): 0.0, Time (s): 36.32
Train | Epoch 9.9 | Loss: 5.47, Accuracy (%): 98.75, Silent labels (%): 0.0, Time (s): 40.74
Train | Epoch 10.0 | Loss: 5.37, Accuracy (%): 99.1, Silent labels (%): 0.0, Time (s): 45.12
Test | Epoch 10.0 | Loss: 6.44, Accuracy (%): 98.14, Learning rate: 0.003, Hidden layer 1 spike counts: 234.17, Output layer spike counts: 40.56, Hidden layer 1 silents (%): 0.5, Output layer silents (%): 0.0, Hidden layer 1 weights norm: 562.48, Output layer weights norm: 88.34, Time (s): 1.51
Best accuracy: 98.14%, Networks save to: best_model
This network will be trained using DT = 0.001
Numpy seed: 1020119533, Cupy seed: 2008132842
Loading datasets...
Creating network...
Training...
Train | Epoch 0.1 | Loss: 51.49, Accuracy (%): 68.48, Silent labels (%): 7.62, Time (s): 15.58
Train | Epoch 0.2 | Loss: 25.55, Accuracy (%): 88.7, Silent labels (%): 0.03, Time (s): 31.25
Train | Epoch 0.3 | Loss: 20.59, Accuracy (%): 91.85, Silent labels (%): 0.0, Time (s): 45.48
Train | Epoch 0.4 | Loss: 17.88, Accuracy (%): 92.73, Silent labels (%): 0.02, Time (s): 58.44
Train | Epoch 0.5 | Loss: 16.26, Accuracy (%): 93.75, Silent labels (%): 0.0, Time (s): 70.31
Train | Epoch 0.6 | Loss: 14.92, Accuracy (%): 94.48, Silent labels (%): 0.0, Time (s): 81.34
Train | Epoch 0.7 | Loss: 14.22, Accuracy (%): 94.62, Silent labels (%): 0.0, Time (s): 91.88
Train | Epoch 0.8 | Loss: 13.19, Accuracy (%): 95.07, Silent labels (%): 0.0, Time (s): 101.31
Train | Epoch 0.9 | Loss: 13.11, Accuracy (%): 94.93, Silent labels (%): 0.0, Time (s): 110.48
Train | Epoch 1.0 | Loss: 12.28, Accuracy (%): 95.38, Silent labels (%): 0.0, Time (s): 119.22
Test | Epoch 1.0 | Loss: 11.74, Accuracy (%): 95.8, Learning rate: 0.003, Hidden layer 1 spike counts: 609.7, Output layer spike counts: 41.23, Hidden layer 1 silents (%): 0.62, Output layer silents (%): 0.0, Hidden layer 1 weights norm: 470.12, Output layer weights norm: 58.79, Time (s): 2.06
Best accuracy: 95.8%, Networks save to: best_model
Train | Epoch 1.1 | Loss: 11.7, Accuracy (%): 95.9, Silent labels (%): 0.02, Time (s): 8.41
Train | Epoch 1.2 | Loss: 11.27, Accuracy (%): 96.12, Silent labels (%): 0.0, Time (s): 16.77
Train | Epoch 1.3 | Loss: 11.18, Accuracy (%): 95.97, Silent labels (%): 0.0, Time (s): 24.89
Train | Epoch 1.4 | Loss: 10.91, Accuracy (%): 96.12, Silent labels (%): 0.0, Time (s): 33.11
Train | Epoch 1.5 | Loss: 10.51, Accuracy (%): 96.42, Silent labels (%): 0.0, Time (s): 40.74
Train | Epoch 1.6 | Loss: 9.91, Accuracy (%): 96.6, Silent labels (%): 0.02, Time (s): 48.21
Train | Epoch 1.7 | Loss: 10.09, Accuracy (%): 96.65, Silent labels (%): 0.0, Time (s): 55.43
Train | Epoch 1.8 | Loss: 10.0, Accuracy (%): 96.75, Silent labels (%): 0.0, Time (s): 62.51
Train | Epoch 1.9 | Loss: 9.43, Accuracy (%): 96.8, Silent labels (%): 0.0, Time (s): 69.52
Train | Epoch 2.0 | Loss: 9.38, Accuracy (%): 96.98, Silent labels (%): 0.0, Time (s): 76.45
Test | Epoch 2.0 | Loss: 9.25, Accuracy (%): 97.02, Learning rate: 0.003, Hidden layer 1 spike counts: 483.63, Output layer spike counts: 40.82, Hidden layer 1 silents (%): 0.88, Output layer silents (%): 0.0, Hidden layer 1 weights norm: 480.43, Output layer weights norm: 62.58, Time (s): 1.95
Best accuracy: 97.02%, Networks save to: best_model
Train | Epoch 2.1 | Loss: 9.18, Accuracy (%): 96.9, Silent labels (%): 0.0, Time (s): 6.82
Train | Epoch 2.2 | Loss: 8.77, Accuracy (%): 97.52, Silent labels (%): 0.0, Time (s): 13.58
Train | Epoch 2.3 | Loss: 8.62, Accuracy (%): 97.37, Silent labels (%): 0.0, Time (s): 20.27
Train | Epoch 2.4 | Loss: 8.7, Accuracy (%): 97.17, Silent labels (%): 0.02, Time (s): 26.9
Train | Epoch 2.5 | Loss: 8.48, Accuracy (%): 97.42, Silent labels (%): 0.0, Time (s): 33.49
Train | Epoch 2.6 | Loss: 8.59, Accuracy (%): 97.13, Silent labels (%): 0.0, Time (s): 39.95
Train | Epoch 2.7 | Loss: 8.65, Accuracy (%): 97.17, Silent labels (%): 0.0, Time (s): 46.37
Train | Epoch 2.8 | Loss: 8.25, Accuracy (%): 97.35, Silent labels (%): 0.0, Time (s): 52.66
Train | Epoch 2.9 | Loss: 8.15, Accuracy (%): 97.4, Silent labels (%): 0.0, Time (s): 58.83
Train | Epoch 3.0 | Loss: 8.06, Accuracy (%): 97.38, Silent labels (%): 0.0, Time (s): 64.96
Test | Epoch 3.0 | Loss: 8.27, Accuracy (%): 97.23, Learning rate: 0.003, Hidden layer 1 spike counts: 418.39, Output layer spike counts: 40.87, Hidden layer 1 silents (%): 0.88, Output layer silents (%): 0.0, Hidden layer 1 weights norm: 490.59, Output layer weights norm: 65.73, Time (s): 1.93
Best accuracy: 97.23%, Networks save to: best_model
Train | Epoch 3.1 | Loss: 7.73, Accuracy (%): 97.57, Silent labels (%): 0.0, Time (s): 6.07
Train | Epoch 3.2 | Loss: 7.6, Accuracy (%): 97.8, Silent labels (%): 0.0, Time (s): 12.44
Train | Epoch 3.3 | Loss: 7.78, Accuracy (%): 97.73, Silent labels (%): 0.0, Time (s): 18.56
Train | Epoch 3.4 | Loss: 7.65, Accuracy (%): 97.53, Silent labels (%): 0.0, Time (s): 24.54
Train | Epoch 3.5 | Loss: 7.57, Accuracy (%): 97.77, Silent labels (%): 0.0, Time (s): 30.5
Train | Epoch 3.6 | Loss: 7.28, Accuracy (%): 97.9, Silent labels (%): 0.0, Time (s): 36.62
Train | Epoch 3.7 | Loss: 7.26, Accuracy (%): 98.05, Silent labels (%): 0.0, Time (s): 42.76
Train | Epoch 3.8 | Loss: 7.35, Accuracy (%): 97.7, Silent labels (%): 0.0, Time (s): 48.46
Train | Epoch 3.9 | Loss: 7.4, Accuracy (%): 97.58, Silent labels (%): 0.0, Time (s): 54.27
Train | Epoch 4.0 | Loss: 7.31, Accuracy (%): 97.83, Silent labels (%): 0.0, Time (s): 60.21
Test | Epoch 4.0 | Loss: 7.59, Accuracy (%): 97.53, Learning rate: 0.003, Hidden layer 1 spike counts: 382.5, Output layer spike counts: 40.96, Hidden layer 1 silents (%): 0.75, Output layer silents (%): 0.0, Hidden layer 1 weights norm: 500.79, Output layer weights norm: 68.6, Time (s): 1.56
Best accuracy: 97.53%, Networks save to: best_model
Train | Epoch 4.1 | Loss: 6.69, Accuracy (%): 98.32, Silent labels (%): 0.0, Time (s): 5.43
Train | Epoch 4.2 | Loss: 6.99, Accuracy (%): 97.75, Silent labels (%): 0.0, Time (s): 11.03
Train | Epoch 4.3 | Loss: 6.79, Accuracy (%): 98.13, Silent labels (%): 0.0, Time (s): 16.58
Train | Epoch 4.4 | Loss: 7.15, Accuracy (%): 97.93, Silent labels (%): 0.0, Time (s): 21.98
Train | Epoch 4.5 | Loss: 6.77, Accuracy (%): 98.1, Silent labels (%): 0.0, Time (s): 27.43
Train | Epoch 4.6 | Loss: 6.99, Accuracy (%): 97.95, Silent labels (%): 0.0, Time (s): 33.16
Train | Epoch 4.7 | Loss: 6.65, Accuracy (%): 98.5, Silent labels (%): 0.0, Time (s): 38.43
Train | Epoch 4.8 | Loss: 6.64, Accuracy (%): 98.32, Silent labels (%): 0.0, Time (s): 43.68
Train | Epoch 4.9 | Loss: 6.34, Accuracy (%): 98.38, Silent labels (%): 0.0, Time (s): 48.9
Train | Epoch 5.0 | Loss: 6.93, Accuracy (%): 97.65, Silent labels (%): 0.0, Time (s): 54.08
Test | Epoch 5.0 | Loss: 7.04, Accuracy (%): 97.82, Learning rate: 0.003, Hidden layer 1 spike counts: 359.47, Output layer spike counts: 42.03, Hidden layer 1 silents (%): 0.62, Output layer silents (%): 0.0, Hidden layer 1 weights norm: 511.18, Output layer weights norm: 71.33, Time (s): 1.45
Best accuracy: 97.82%, Networks save to: best_model
Train | Epoch 5.1 | Loss: 6.47, Accuracy (%): 98.12, Silent labels (%): 0.0, Time (s): 5.07
Train | Epoch 5.2 | Loss: 6.32, Accuracy (%): 98.32, Silent labels (%): 0.0, Time (s): 10.33
Train | Epoch 5.3 | Loss: 6.32, Accuracy (%): 98.13, Silent labels (%): 0.0, Time (s): 15.48
Train | Epoch 5.4 | Loss: 6.3, Accuracy (%): 98.3, Silent labels (%): 0.0, Time (s): 20.55
Train | Epoch 5.5 | Loss: 6.07, Accuracy (%): 98.55, Silent labels (%): 0.0, Time (s): 25.68
Train | Epoch 5.6 | Loss: 6.13, Accuracy (%): 98.48, Silent labels (%): 0.0, Time (s): 30.74
Train | Epoch 5.7 | Loss: 6.12, Accuracy (%): 98.45, Silent labels (%): 0.0, Time (s): 35.78
